timestamp,ticker,side,crowd_prob,model_prob,ev,position_usd,hours_to_close,family,strike,spot_price,close_time,tier,resolved_yes,resolved_no,won,pnl_usd,exit_type
2026-04-07T21:21:23.627871,KXBTC-26APR0723-B71250,no,0.8900,0.9024,0.0139,1.27,0.64,KXBTC,71250.0,,2026-04-08T03:00:00Z,2,0,1,0,-0.03,early_loss
2026-04-07T21:21:39.141143,KXBTC-26APR0723-B71450,no,0.8500,0.8744,0.0287,3.66,0.64,KXBTC,71450.0,71556.00,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
2026-04-07T21:21:39.141737,KXBTC-26APR0723-B71550,no,0.8600,0.8814,0.0249,3.44,0.64,KXBTC,71550.0,71556.00,2026-04-08T03:00:00Z,1,0,1,0,-0.1,early_loss
2026-04-07T21:21:39.726816,KXBTC-26APR0723-B71350,no,0.8600,0.8814,0.0249,3.44,0.64,KXBTC,71350.0,71556.00,2026-04-08T03:00:00Z,1,0,1,0,-0.1,early_loss
2026-04-07T21:21:39.727608,KXBTC-26APR0723-B71250,no,0.9000,0.9094,0.0104,1.05,0.64,KXBTC,71250.0,71556.00,2026-04-08T03:00:00Z,2,0,1,0,-0.03,early_loss
2026-04-07T21:21:40.372069,KXBTC-26APR0723-B71450,no,0.8500,0.8744,0.0287,3.66,0.64,KXBTC,71450.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
2026-04-07T21:21:40.372697,KXBTC-26APR0723-B71550,no,0.8600,0.8814,0.0249,3.44,0.64,KXBTC,71550.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.1,early_loss
2026-04-07T21:21:40.609660,KXBTC-26APR0723-B71450,no,0.8500,0.8744,0.0287,3.66,0.64,KXBTC,71450.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
2026-04-07T21:21:40.732907,KXBTC-26APR0723-B71550,no,0.8600,0.8814,0.0249,3.44,0.64,KXBTC,71550.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.1,early_loss
2026-04-07T21:21:40.733785,KXBTC-26APR0723-B71350,no,0.8600,0.8814,0.0249,3.44,0.64,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.1,early_loss
2026-04-07T21:21:41.088568,KXBTC-26APR0723-B71250,no,0.9000,0.9094,0.0104,1.05,0.64,KXBTC,71250.0,,2026-04-08T03:00:00Z,2,0,1,0,-0.04,early_loss
2026-04-07T21:21:56.871065,KXBTC-26APR0723-B71350,no,0.8500,0.8744,0.0287,3.66,0.63,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.07,early_loss
2026-04-07T21:21:56.871699,KXBTC-26APR0723-B71550,no,0.8600,0.8814,0.0249,3.44,0.63,KXBTC,71550.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.1,early_loss
2026-04-07T21:21:57.413389,KXBTC-26APR0723-B71350,no,0.8500,0.8744,0.0287,3.66,0.63,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.07,early_loss
2026-04-07T21:21:57.413710,KXBTC-26APR0723-B71550,no,0.8600,0.8814,0.0249,3.44,0.63,KXBTC,71550.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.1,early_loss
2026-04-07T21:21:57.824055,KXBTC-26APR0723-B71350,no,0.8500,0.8744,0.0287,3.66,0.63,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.07,early_loss
2026-04-07T21:21:57.824934,KXBTC-26APR0723-B71550,no,0.8600,0.8814,0.0249,3.44,0.63,KXBTC,71550.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.1,early_loss
2026-04-07T21:21:58.346286,KXBTC-26APR0723-B71250,no,0.8900,0.9024,0.0139,1.27,0.63,KXBTC,71250.0,,2026-04-08T03:00:00Z,2,0,1,0,-0.03,early_loss
2026-04-07T21:22:14.045763,KXBTC-26APR0723-B71450,no,0.8500,0.8744,0.0287,3.66,0.63,KXBTC,71450.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
2026-04-07T21:22:14.534717,KXBTC-26APR0723-B71450,no,0.8500,0.8744,0.0287,3.66,0.63,KXBTC,71450.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
2026-04-07T21:22:14.535632,KXBTC-26APR0723-B71350,no,0.8600,0.8814,0.0249,3.44,0.63,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.1,early_loss
2026-04-07T21:22:15.060961,KXBTC-26APR0723-B71450,no,0.8500,0.8744,0.0287,3.66,0.63,KXBTC,71450.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
2026-04-07T21:22:15.062715,KXBTC-26APR0723-B71350,no,0.8600,0.8814,0.0249,3.44,0.63,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.1,early_loss
2026-04-07T21:22:15.514329,KXBTC-26APR0723-B71550,no,0.8700,0.8884,0.0211,3.18,0.63,KXBTC,71550.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.13,early_loss
2026-04-07T21:22:15.514664,KXBTC-26APR0723-B71250,no,0.8900,0.9024,0.0139,1.27,0.63,KXBTC,71250.0,,2026-04-08T03:00:00Z,2,0,1,0,-0.04,early_loss
2026-04-07T21:22:16.867553,KXBTC-26APR0723-B71450,no,0.8500,0.8744,0.0287,3.66,0.63,KXBTC,71450.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
2026-04-07T21:22:16.868260,KXBTC-26APR0723-B71350,no,0.8600,0.8814,0.0249,3.44,0.63,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.1,early_loss
2026-04-07T21:22:17.176547,KXBTC-26APR0723-B71550,no,0.8700,0.8884,0.0211,3.18,0.63,KXBTC,71550.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.19,early_loss
2026-04-07T21:22:17.255750,KXBTC-26APR0723-B71250,no,0.9000,0.9094,0.0104,1.05,0.63,KXBTC,71250.0,,2026-04-08T03:00:00Z,2,0,1,0,-0.02,early_loss
2026-04-07T21:22:31.379927,KXBTC-26APR0723-B71450,no,0.8500,0.8744,0.0287,3.66,0.62,KXBTC,71450.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
2026-04-07T21:22:31.380590,KXBTC-26APR0723-B71350,no,0.8500,0.8744,0.0287,3.66,0.62,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.07,early_loss
2026-04-07T21:22:32.003078,KXBTC-26APR0723-B71450,no,0.8500,0.8744,0.0287,3.66,0.62,KXBTC,71450.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
2026-04-07T21:22:32.003790,KXBTC-26APR0723-B71350,no,0.8500,0.8744,0.0287,3.66,0.62,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.07,early_loss
2026-04-07T21:22:32.999776,KXBTC-26APR0723-B71450,no,0.8500,0.8744,0.0287,3.66,0.62,KXBTC,71450.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
