timestamp,ticker,side,crowd_prob,model_prob,ev,position_usd,hours_to_close,family,strike,spot_price,close_time,tier
2026-04-07T21:34:21.469283,KXBTC-26APR0723-B71450,no,0.8600,0.8814,0.0249,3.44,0.43,KXBTC,71450.0,,2026-04-08T03:00:00Z,1
2026-04-07T21:34:21.469574,KXBTC-26APR0723-B71150,no,0.8800,0.8954,0.0175,2.89,0.43,KXBTC,71150.0,,2026-04-08T03:00:00Z,1
